Id,devicename,batterylife,price,BasemarkX,year,ImageURL,screensize,phoneURL,nfc,headphonejack,dualsim,ir,dxomarkScore,antutu
757,Asus Zenfone V V520KL,0,380,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-v-v520kl.jpg,5.2000,https://www.gsmarena.com/asus_zenfone_v_v520kl-8866.php,0,1,1,0,0,0
758,Asus Zenfone 4 Pro ZS551KL,0,348,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-pro-zs551kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_pro_zs551kl-8783.php,1,1,1,1,0,175000
759,Asus Zenfone 4 ZE554KL,0,357,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-ze554kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_ze554kl-8782.php,1,1,1,0,0,71000
760,Asus Zenfone 4 Selfie Lite ZB553KL,0,160,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-zb553kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_selfie_lite_zb553kl-8892.php,0,1,1,0,0,0
761,Asus Zenfone 4 Selfie ZB553KL,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-zb553kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_selfie_zb553kl-8862.php,0,1,1,0,0,38000
762,Asus Zenfone 4 Selfie Pro ZD552KL,0,223,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-pro-zd552kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_selfie_pro_zd552kl-8808.php,0,1,1,0,0,61000
763,Asus Zenfone 4 Selfie ZD553KL,0,259,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-zd553kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_selfie_zd553kl-8784.php,0,1,1,0,0,0
764,Asus Zenfone 4 Max ZC520KL,0,160,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-ZC520KL.jpg,5.2000,https://www.gsmarena.com/asus_zenfone_4_max_zc520kl-8811.php,0,1,1,0,0,37000
765,Asus Zenfone 4 Max Plus ZC554KL,0,196,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-max-zc554kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_max_plus_zc554kl-8810.php,0,1,1,0,0,0
766,Asus Zenfone 4 Max Pro ZC554KL,0,223,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-max-zc554kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_max_pro_zc554kl-8814.php,0,1,1,0,0,0
767,Asus Zenfone 4 Max ZC554KL,0,241,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-max-zc554kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_4_max_zc554kl-8749.php,0,1,1,0,0,43000
768,Asus Zenfone Go ZB552KL,0,107,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb551kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_go_zb552kl-8681.php,0,1,1,0,0,25000
769,Asus Zenfone Live ZB501KL,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-live-zb501kl.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_live_zb501kl-8579.php,0,1,1,0,0,25000
770,Asus Zenfone 3s Max ZC521TL,0,160,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3s-max-zc-521tl.jpg,5.2000,https://www.gsmarena.com/asus_zenfone_3s_max_zc521tl-8550.php,0,1,1,0,0,36000
771,Asus Zenfone AR ZS571KL,0,393,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-ar-.jpg,5.7000,https://www.gsmarena.com/asus_zenfone_ar_zs571kl-8502.php,0,1,1,0,0,165000
772,Asus Zenfone 3 Zoom ZE553KL,0,286,0,2017,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-zoom-ze553kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_3_zoom_ze553kl-8509.php,0,1,1,0,0,62000
773,Asus Zenfone Go ZB690KG,0,107,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb690kg.jpg,6.9000,https://www.gsmarena.com/asus_zenfone_go_zb690kg-8503.php,0,1,1,0,0,20000
774,Asus Zenfone Go ZB500KL,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb500kl.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_go_zb500kl-8467.php,0,1,1,0,0,20000
775,Asus Zenfone 3 Max ZC553KL,0,169,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc553kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_3_max_zc553kl-8425.php,0,1,1,0,0,36000
776,Asus Zenfone 3 Deluxe 5.5 ZS550KL,0,250,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-55-inch.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_3_deluxe_5_5_zs550kl-8384.php,1,1,1,0,0,0
777,Asus Zenfone 3 Max ZC520TL,0,205,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc520tl.jpg,5.2000,https://www.gsmarena.com/asus_zenfone_3_max_zc520tl-8207.php,0,1,1,0,0,36000
778,Asus Zenfone 3 Laser ZC551KL,0,143,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-laser-zc551kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_3_laser_zc551kl-8206.php,0,1,1,0,0,37000
779,Asus Zenfone 3 ZE520KL,0,250,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ZE520KL-1.jpg,5.2000,https://www.gsmarena.com/asus_zenfone_3_ze520kl-8197.php,0,1,1,0,0,62000
780,Asus Zenfone Pegasus 3,0,187,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg,5.2000,https://www.gsmarena.com/asus_zenfone_pegasus_3-8156.php,0,1,1,0,0,35000
781,Asus Zenfone 3 Ultra ZU680KL,0,268,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ultra-zu680kl.jpg,6.8000,https://www.gsmarena.com/asus_zenfone_3_ultra_zu680kl-8130.php,0,1,1,0,0,73000
782,Asus Zenfone 3 Deluxe ZS570KL,0,205,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-zs570kl.jpg,5.7000,https://www.gsmarena.com/asus_zenfone_3_deluxe_zs570kl-8129.php,1,1,1,0,0,135000
783,Asus Zenfone 3 ZE552KL,74,294,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ze552kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_3_ze552kl-8106.php,0,1,1,0,0,61000
784,Asus Zenfone Max ZC550KL (2016),0,151,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_max_zc550kl_(2016)-8111.php,0,1,1,0,0,0
785,Asus Zenfone Go ZB450KL,0,98,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg,4.5000,https://www.gsmarena.com/asus_zenfone_go_zb450kl-8262.php,0,1,1,0,0,32000
786,Asus Zenfone Go ZB452KG,0,80,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg,4.5000,https://www.gsmarena.com/asus_zenfone_go_zb452kg-8097.php,0,1,1,0,0,20000
787,Asus Zenfone Go ZB551KL,0,134,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb551kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_go_zb551kl-8095.php,0,1,1,0,0,23000
788,Asus Zenfone Go T500,0,98,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-t500.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_go_t500-8045.php,0,1,1,0,0,20000
789,Asus Zenfone Go ZC451TG,0,62,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc451tg.jpg,4.5000,https://www.gsmarena.com/asus_zenfone_go_zc451tg-8048.php,0,1,1,0,0,20000
790,Asus Live G500TG,0,143,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-live-g500tg-.jpg,5.0000,https://www.gsmarena.com/asus_live_g500tg-7866.php,0,1,1,0,0,0
791,Asus Zenfone 2 Laser ZE551KL,0,160,0,2015,https://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_2_laser_ze551kl-7733.php,0,1,1,0,0,0
792,Asus Zenfone Zoom ZX551ML,0,223,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx551ml.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_zoom_zx551ml-7577.php,1,1,0,0,0,57000
793,Asus Zenfone Go ZC500TG,0,116,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc500tg.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_go_zc500tg-7368.php,0,1,1,0,0,20000
794,Asus Zenfone Max ZC550KL,121,151,1844,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_max_zc550kl-7476.php,0,1,1,0,0,27000
795,Asus Zenfone 2 Deluxe ZE551ML,59,312,12565,2015,https://cdn2.gsmarena.com/vv/bigpic/zenfone-2-deluxe-ze551ml.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_2_deluxe_ze551ml-7475.php,0,1,1,0,0,0
796,Asus Zenfone 2 Laser ZE601KL,0,241,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,6.0000,https://www.gsmarena.com/asus_zenfone_2_laser_ze601kl-7479.php,0,1,1,0,0,36000
797,Asus Zenfone 2 Laser ZE600KL,0,277,0,2016,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,6.0000,https://www.gsmarena.com/asus_zenfone_2_laser_ze600kl-7757.php,0,1,1,0,0,0
798,Asus Zenfone 2 Laser ZE550KL,0,196,0,2015,https://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_2_laser_ze550kl-7477.php,0,1,1,0,0,52000
799,Asus Zenfone 2 Laser ZE500KG,0,178,0,2015,https://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_2_laser_ze500kg-7478.php,0,1,1,0,0,21000
800,Asus Zenfone 2 Laser ZE500KL,0,187,0,2015,https://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_2_laser_ze500kl-7474.php,0,1,1,0,0,52000
801,Asus Zenfone 2E,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2e.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_2e-7444.php,0,1,1,0,0,0
802,Asus Pegasus 2 Plus,0,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-pegasus-2-plus-.jpg,5.5000,https://www.gsmarena.com/asus_pegasus_2_plus-7378.php,1,1,1,0,0,31000
803,Asus Zenfone Selfie ZD551KL,63,250,4915,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-selfie.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_selfie_zd551kl-7261.php,0,1,1,0,0,39000
804,Asus Zenfone 2 ZE500CL,0,160,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze500cl.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_2_ze500cl-7044.php,0,1,0,0,0,27000
805,Asus Zenfone 2 ZE550ML,0,223,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze550ml.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_2_ze550ml-7120.php,0,1,1,0,0,41000
806,Asus Zenfone 2 ZE551ML,59,268,12565,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-new.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_2_ze551ml-6917.php,1,1,1,0,0,50000
807,Asus Zenfone C ZC451CG,0,80,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-c.jpg,4.5000,https://www.gsmarena.com/asus_zenfone_c_zc451cg-6982.php,0,1,1,0,0,18000
808,Asus Zenfone Zoom ZX550,0,357,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx550.jpg,5.5000,https://www.gsmarena.com/asus_zenfone_zoom_zx550-6918.php,0,1,1,0,0,0
809,Asus Pegasus,0,71,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-x002.jpg,5.0000,https://www.gsmarena.com/asus_pegasus-6897.php,0,1,1,0,0,0
810,Asus Zenfone 5 A501CG (2015),0,107,0,2015,https://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-5-a501cg.jpg,5.0000,https://www.gsmarena.com/asus_zenfone_5_a501cg_(2015)-7160.php,0,1,1,0,0,0
