Id,devicename,batterylife,price,BasemarkX,year,ImageURL,screensize,phoneURL,nfc,headphonejack,dualsim,ir,dxomarkScore,antutu
248,Nokia 4.2,0,134,0,2019,https://cdn2.gsmarena.com/vv/bigpic/nokia-42.jpg,5.7100,https://www.gsmarena.com/nokia_4_2-9603.php,1,1,1,0,0,0
249,Nokia 3.2,0,143,0,2019,https://cdn2.gsmarena.com/vv/bigpic/nokia-32.jpg,6.2600,https://www.gsmarena.com/nokia_3_2-9604.php,0,1,1,0,0,0
250,Nokia 1 Plus,0,80,0,2019,https://cdn2.gsmarena.com/vv/bigpic/nokia-1-plus.jpg,5.4500,https://www.gsmarena.com/nokia_1_plus-9538.php,0,1,1,0,0,35000
251,Nokia 210,0,26,0,2019,https://cdn2.gsmarena.com/vv/bigpic/nokia-210-2019.jpg,2.4000,https://www.gsmarena.com/nokia_210-9606.php,0,1,1,0,0,0
252,Nokia 8.1 (Nokia X7),0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-81-r.jpg,6.1800,https://www.gsmarena.com/nokia_8_1_(nokia_x7)-9342.php,1,1,1,0,0,0
253,Nokia 106 (2018),0,17,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-106-2018-.jpg,1.8000,https://www.gsmarena.com/nokia_106_(2018)-9405.php,0,1,1,0,0,0
254,Nokia 3.1 Plus,0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-31-plus-.jpg,6.0000,https://www.gsmarena.com/nokia_3_1_plus-9364.php,1,1,1,0,0,0
255,Nokia 7.1,80,294,14963,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-71-plus.jpg,5.8400,https://www.gsmarena.com/nokia_7_1-9354.php,1,1,1,0,0,0
256,Nokia 6.1 Plus (Nokia X6),0,223,14903,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-61-plus.jpg,5.8000,https://www.gsmarena.com/nokia_6_1_plus_(nokia_x6)-9178.php,0,1,1,0,0,0
257,Nokia 5.1 Plus (Nokia X5),0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-x5-51-plus.jpg,5.8600,https://www.gsmarena.com/nokia_5_1_plus_(nokia_x5)-9246.php,0,1,1,0,0,0
258,Nokia 5.1,0,160,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-51.jpg,5.5000,https://www.gsmarena.com/nokia_5_1-9214.php,1,1,1,0,0,0
259,Nokia 3.1,56,134,4984,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-31.jpg,5.2000,https://www.gsmarena.com/nokia_3_1-9215.php,1,1,1,0,0,0
260,Nokia 2.1,0,89,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-21-.jpg,5.5000,https://www.gsmarena.com/nokia_2_1-9216.php,0,1,1,0,0,0
261,Nokia 8110 4G,0,80,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-8110-4g-.jpg,2.4000,https://www.gsmarena.com/nokia_8110_4g-9089.php,0,1,1,0,0,0
262,Nokia 8 Sirocco,77,491,38476,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-8-sirocco-.jpg,5.5000,https://www.gsmarena.com/nokia_8_sirocco-9087.php,1,1,1,0,84,207000
263,Nokia 7 plus,87,250,21063,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-7-plus-.jpg,6.0000,https://www.gsmarena.com/nokia_7_plus-9058.php,1,1,1,0,0,141000
264,Nokia 6.1,76,205,14365,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-6-2018.jpg,5.5000,https://www.gsmarena.com/nokia_6_1-8972.php,1,1,1,0,0,0
265,Nokia 1,0,89,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-1-.jpg,4.5000,https://www.gsmarena.com/nokia_1-9052.php,0,1,1,0,0,21000
266,Nokia 3310 4G,0,89,0,2018,https://cdn2.gsmarena.com/vv/bigpic/nokia-3310-2017-4g.jpg,2.4000,https://www.gsmarena.com/nokia_3310_4g-9046.php,0,1,0,0,0,0
267,Nokia 2,109,98,2220,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia2-.jpg,5.0000,https://www.gsmarena.com/nokia_2-8513.php,0,1,1,0,0,9000
268,Nokia 7,0,223,0,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-7-.jpg,5.2000,https://www.gsmarena.com/nokia_7-8907.php,1,1,1,0,0,71000
269,Nokia 3310 3G,0,62,0,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-3310-2017-1.jpg,2.4000,https://www.gsmarena.com/nokia_3310_3g-8876.php,0,1,1,0,0,0
270,Nokia 8,78,294,37593,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-8-.jpg,5.3000,https://www.gsmarena.com/nokia_8-8522.php,1,1,1,0,0,207000
271,Nokia 105 (2017),0,17,0,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-105-2017.jpg,1.8000,https://www.gsmarena.com/nokia_105_(2017)-8770.php,0,1,1,0,0,0
272,Nokia 130 (2017),0,26,0,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-130-2017.jpg,1.8000,https://www.gsmarena.com/nokia_130_(2017)-8769.php,0,1,1,0,0,0
273,Nokia 3,53,116,2210,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-3.jpg,5.0000,https://www.gsmarena.com/nokia_3-8572.php,1,1,1,0,0,26000
274,Nokia 5,84,125,7316,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-5n.jpg,5.2000,https://www.gsmarena.com/nokia_5-8571.php,1,1,1,0,0,40000
275,Nokia 6,62,143,7516,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-6.jpg,5.5000,https://www.gsmarena.com/nokia_6-6885.php,1,1,1,0,0,43000
276,Nokia 3310 (2017),0,53,0,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-3310-2017-orig.jpg,2.4000,https://www.gsmarena.com/nokia_3310_(2017)-8597.php,0,1,1,0,0,0
277,Nokia 150,0,26,0,2017,https://cdn2.gsmarena.com/vv/bigpic/nokia-150-.jpg,2.4000,https://www.gsmarena.com/nokia_150-8475.php,0,1,1,0,0,0
278,Nokia 216,0,35,0,2016,https://cdn2.gsmarena.com/vv/bigpic/nokia-216-new.jpg,2.4000,https://www.gsmarena.com/nokia_216-8343.php,0,1,1,0,0,0
279,Nokia 230 Dual SIM,0,62,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-230-ds.jpg,2.8000,https://www.gsmarena.com/nokia_230_dual_sim-7772.php,0,1,1,0,0,0
280,Nokia 230,0,62,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-230-.jpg,2.8000,https://www.gsmarena.com/nokia_230-7771.php,0,1,0,0,0,0
281,Nokia 222 Dual SIM,0,35,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-222-ds.jpg,2.4000,https://www.gsmarena.com/nokia_222_dual_sim-7517.php,0,1,1,0,0,0
282,Nokia 222,0,35,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-222.jpg,2.4000,https://www.gsmarena.com/nokia_222-7516.php,0,1,0,0,0,0
283,Nokia 105 Dual SIM (2015),0,17,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-105-ds-2015.jpg,1.4000,https://www.gsmarena.com/nokia_105_dual_sim_(2015)-7272.php,0,1,1,0,0,0
284,Nokia 105 (2015),0,17,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-105-2015.jpg,1.4000,https://www.gsmarena.com/nokia_105_(2015)-7271.php,0,1,1,0,0,0
285,Nokia 215,0,26,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-215-1.jpg,2.4000,https://www.gsmarena.com/nokia_215-6910.php,0,1,0,0,0,0
286,Nokia 215 Dual SIM,0,26,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-215-ds.jpg,2.4000,https://www.gsmarena.com/nokia_215_dual_sim-6911.php,0,1,1,0,0,0
287,Nokia N1,0,286,0,2015,https://cdn2.gsmarena.com/vv/bigpic/nokia-n1.jpg,7.9000,https://www.gsmarena.com/nokia_n1-6814.php,0,1,0,0,0,0
288,LG V50 ThinQ 5G,0,849,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-gv50-thinq-.jpg,6.4000,https://www.gsmarena.com/lg_v50_thinq_5g-9607.php,1,1,1,0,0,0
289,LG G8s ThinQ,0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-g8s-thinq-.jpg,6.2000,https://www.gsmarena.com/lg_g8s_thinq-9608.php,1,1,1,0,0,0
290,LG G8 ThinQ,79,554,44602,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-g8-thinq-r1.jpg,6.1000,https://www.gsmarena.com/lg_g8_thinq-9540.php,1,1,1,0,96,371000
291,LG Q60,0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-q60-.jpg,6.2600,https://www.gsmarena.com/lg_q60-9585.php,0,1,1,0,0,75000
292,LG K50,0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-k50-.jpg,6.2600,https://www.gsmarena.com/lg_k50-9586.php,0,1,1,0,0,0
293,LG K40,0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-k40-.jpg,5.7000,https://www.gsmarena.com/lg_k40-9587.php,0,1,1,0,0,75000
294,LG Q9,0,357,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-q9-.jpg,6.1000,https://www.gsmarena.com/lg_q9-9411.php,1,1,1,0,0,165000
295,LG V40 ThinQ,64,715,44260,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-v40-carmine-red.jpg,6.4000,https://www.gsmarena.com/lg_v40_thinq-9300.php,1,1,1,0,94,275000
296,LG Tribute Empire,0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/lg-tribute-empire.jpg,5.0000,https://www.gsmarena.com/lg_tribute_empire-9544.php,0,1,0,0,0,0
297,LG Candy,0,0,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg,5.0000,https://www.gsmarena.com/lg_candy-9309.php,0,1,1,0,0,0
298,LG G7 Fit,0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-g7-fit.jpg,6.1000,https://www.gsmarena.com/lg_g7_fit-9305.php,1,1,1,0,0,156000
299,LG G7 One,0,446,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-g7-one.jpg,6.1000,https://www.gsmarena.com/lg_g7_one-9304.php,1,1,1,0,0,170000
300,LG Q8,0,375,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-q8-2018-.jpg,6.2000,https://www.gsmarena.com/lg_q8-9285.php,1,1,1,0,0,125000
301,LG K11 Plus,0,241,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-k11-plus.jpg,5.3000,https://www.gsmarena.com/lg_k11_plus-9278.php,0,1,1,0,0,49000
302,LG Q Stylo 4,0,223,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-stylo-4-q710ms.jpg,6.2000,https://www.gsmarena.com/lg_q_stylo_4-9251.php,1,1,0,0,0,0
303,LG Q Stylus,0,268,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-q-.jpg,6.2000,https://www.gsmarena.com/lg_q_stylus-9228.php,1,1,1,0,0,65000
304,LG V35 ThinQ,0,625,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-v35-.jpg,6.0000,https://www.gsmarena.com/lg_v35_thinq-9191.php,1,1,0,0,0,270000
305,LG Q7,0,160,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-q7-.jpg,5.5000,https://www.gsmarena.com/lg_q7-9206.php,1,1,1,0,0,58000
306,LG G7 ThinQ,77,366,43833,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-g7-thinq-.jpg,6.1000,https://www.gsmarena.com/lg_g7_thinq-9115.php,1,1,1,0,83,250000
307,LG V30S ThinQ,0,581,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-v30s-thinq.jpg,6.0000,https://www.gsmarena.com/lg_v30s_thinq-9090.php,1,1,1,0,0,0
308,LG Zone 4,0,120,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg,5.0000,https://www.gsmarena.com/lg_zone_4-9122.php,0,1,0,0,0,0
309,LG K30,0,230,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-k30-.jpg,5.3000,https://www.gsmarena.com/lg_k30-9190.php,1,1,0,0,0,0
310,LG K10 (2018),0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-k10-2018-.jpg,5.3000,https://www.gsmarena.com/lg_k10_(2018)-9074.php,1,1,1,0,0,0
311,LG K8 (2018),0,125,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-k8-2018-.jpg,5.0000,https://www.gsmarena.com/lg_k8_(2018)-9073.php,0,1,1,0,0,0
312,LG Aristo 2,0,60,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-aristo2.jpg,5.0000,https://www.gsmarena.com/lg_aristo_2-9047.php,0,1,0,0,0,0
313,LG X4 plus,0,178,0,2018,https://cdn2.gsmarena.com/vv/bigpic/lg-k10-2017.jpg,5.3000,https://www.gsmarena.com/lg_x4+-9006.php,1,1,1,0,0,0
314,LG V30,93,375,36704,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-v30-.jpg,6.0000,https://www.gsmarena.com/lg_v30-8712.php,1,1,1,0,82,160000
315,LG Q8 (2017),0,223,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-q8-.jpg,5.2000,https://www.gsmarena.com/lg_q8_(2017)-8781.php,1,1,1,1,0,0
316,LG Q6,69,134,6336,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-q6.jpg,5.5000,https://www.gsmarena.com/lg_q6-8756.php,1,1,1,0,0,45000
317,LG X venture,0,250,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-x-venture-.jpg,5.2000,https://www.gsmarena.com/lg_x_venture-8696.php,1,1,0,0,0,0
318,LG G6,72,241,30507,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-g6-new.jpg,5.7000,https://www.gsmarena.com/lg_g6-8466.php,1,1,1,0,0,156000
319,LG X power2,0,160,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-x-power2.jpg,5.5000,https://www.gsmarena.com/lg_x_power2-8584.php,0,1,1,0,0,45000
320,LG Stylo 3 Plus,0,232,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-stylo-3-plus.jpg,5.7000,https://www.gsmarena.com/lg_stylo_3_plus-8694.php,1,1,0,0,0,0
321,LG Stylus 3,0,178,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-stylus-3-.jpg,5.7000,https://www.gsmarena.com/lg_stylus_3-8492.php,1,1,1,0,0,39000
322,LG Harmony,0,80,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-harmony.jpg,5.3000,https://www.gsmarena.com/lg_harmony-8679.php,0,1,0,0,0,0
323,LG K20 plus,0,143,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-k20-plus.jpg,5.3000,https://www.gsmarena.com/lg_k20_plus-8678.php,0,1,0,0,0,0
324,LG K10 (2017),0,187,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-k10-2017.jpg,5.3000,https://www.gsmarena.com/lg_k10_(2017)-8491.php,1,1,1,0,0,0
325,LG K8 (2017),0,143,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-k8-2017.jpg,5.0000,https://www.gsmarena.com/lg_k8_(2017)-8490.php,1,1,1,0,0,0
326,LG K7 (2017),0,89,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-k7-2017.jpg,5.0000,https://www.gsmarena.com/lg_k7_(2017)-8817.php,0,1,1,0,0,0
327,LG K4 (2017),0,107,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-k4-2017.jpg,5.0000,https://www.gsmarena.com/lg_k4_(2017)-8489.php,0,1,1,0,0,0
328,LG K3 (2017),0,89,0,2017,https://cdn2.gsmarena.com/vv/bigpic/lg-k3-2017.jpg,4.5000,https://www.gsmarena.com/lg_k3_(2017)-8488.php,0,1,1,0,0,0
329,LG U,0,0,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-u.jpg,5.2000,https://www.gsmarena.com/lg_u-8403.php,0,1,0,0,0,0
330,LG V20,68,312,29385,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-v20-ofic1.jpg,5.7000,https://www.gsmarena.com/lg_v20-8238.php,1,1,1,1,0,144000
331,LG X Skin,0,160,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-skin.jpg,5.0000,https://www.gsmarena.com/lg_x_skin-8184.php,1,1,0,0,0,0
332,LG X5,0,143,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x5.jpg,5.5000,https://www.gsmarena.com/lg_x5-8183.php,1,1,0,0,0,0
333,LG X max,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-max.jpg,5.5000,https://www.gsmarena.com/lg_x_max-8159.php,0,1,0,0,0,0
334,LG X mach,0,214,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-mach.jpg,5.5000,https://www.gsmarena.com/lg_x_mach-8158.php,1,1,1,0,0,52000
335,LG X power,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-power.jpg,5.3000,https://www.gsmarena.com/lg_x_power-8133.php,0,1,1,0,0,31000
336,LG X style,0,62,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-style.jpg,5.0000,https://www.gsmarena.com/lg_x_style-8132.php,0,1,1,0,0,0
337,LG Stylus 2 Plus,0,160,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-stylus-2-plus-.jpg,5.7000,https://www.gsmarena.com/lg_stylus_2_plus-8079.php,1,1,1,0,0,0
338,LG Stylo 2,0,134,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-stylo2-1.jpg,5.7000,https://www.gsmarena.com/lg_stylo_2-8085.php,0,1,0,0,0,0
339,LG K5,0,107,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-k5-.jpg,5.0000,https://www.gsmarena.com/lg_k5-7980.php,0,1,1,0,0,18000
340,LG K3,0,89,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-k3.jpg,4.5000,https://www.gsmarena.com/lg_k3-8269.php,0,1,1,0,0,13000
341,LG G5 SE,0,312,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-g5.jpg,5.3000,https://www.gsmarena.com/lg_g5_se-8056.php,1,1,1,1,0,79000
342,LG G5,60,268,27577,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-g5.jpg,5.3000,https://www.gsmarena.com/lg_g5-7815.php,1,1,1,1,0,151000
343,LG X cam,0,187,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-cam-k580.jpg,5.2000,https://www.gsmarena.com/lg_x_cam-7977.php,1,1,1,0,0,32000
344,LG X screen,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-x-screen-.jpg,4.9300,https://www.gsmarena.com/lg_x_screen-7976.php,1,1,1,0,0,17000
345,LG K8,0,107,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-k8-.jpg,5.0000,https://www.gsmarena.com/lg_k8-7927.php,1,1,1,0,0,0
346,LG Stylus 2,0,151,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-stylus-2-.jpg,5.7000,https://www.gsmarena.com/lg_stylus_2-7926.php,0,1,1,0,0,26000
347,LG K10,0,151,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-k10.jpg,5.3000,https://www.gsmarena.com/lg_k10-7849.php,1,1,1,0,0,18000
348,LG K7,0,98,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-k7.jpg,5.0000,https://www.gsmarena.com/lg_k7-7848.php,0,1,1,0,0,20000
349,LG K4,0,89,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-g4.jpg,4.5000,https://www.gsmarena.com/lg_k4-7883.php,0,1,1,0,0,0
350,LG Ray,0,169,0,2016,https://cdn2.gsmarena.com/vv/bigpic/lg-ray-1.jpg,5.5000,https://www.gsmarena.com/lg_ray-7773.php,0,1,1,0,0,0
351,LG G Vista 2,0,169,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g-vista-2-.jpg,5.7000,https://www.gsmarena.com/lg_g_vista_2-7675.php,1,1,0,0,0,0
352,LG V10,56,223,15161,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-v10-new1.jpg,5.7000,https://www.gsmarena.com/lg_v10-7606.php,1,1,1,1,0,59000
353,LG Nexus 5X,60,241,16609,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-nexus-5x-.jpg,5.2000,https://www.gsmarena.com/lg_nexus_5x-7556.php,1,1,0,0,0,82000
354,LG Zero,0,169,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-class-f620.jpg,5.0000,https://www.gsmarena.com/lg_zero-7575.php,0,1,0,0,0,21000
355,LG Wine Smart,0,134,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-wine.jpg,3.2000,https://www.gsmarena.com/lg_wine_smart-7451.php,0,1,0,0,0,21000
356,LG Tribute 2,0,80,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-tribute-2.jpg,4.5000,https://www.gsmarena.com/lg_tribute_2-7442.php,0,1,0,0,0,0
357,LG Bello II,0,116,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-bello-2.jpg,5.0000,https://www.gsmarena.com/lg_bello_ii-7437.php,0,1,1,0,0,17000
358,LG G4 Beat,0,143,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g4s-beat.jpg,5.2000,https://www.gsmarena.com/lg_g4_beat-7363.php,1,1,1,0,0,26000
359,LG G360,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g360.jpg,3.0000,https://www.gsmarena.com/lg_g360-7345.php,0,1,1,0,0,0
360,LG G350,0,89,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g350.jpg,3.0000,https://www.gsmarena.com/lg_g350-7344.php,0,1,0,0,0,0
361,LG G4c,0,134,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g4c-1.jpg,5.0000,https://www.gsmarena.com/lg_g4c-7250.php,1,1,0,0,0,23000
362,LG G4 Dual,0,250,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g4-.jpg,5.5000,https://www.gsmarena.com/lg_g4_dual-7253.php,1,1,1,1,0,0
363,LG G4,54,268,15040,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g4-.jpg,5.5000,https://www.gsmarena.com/lg_g4-6901.php,1,1,0,1,0,65000
364,LG G Stylo,0,160,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g-stylo-cdma.jpg,5.7000,https://www.gsmarena.com/lg_g_stylo-7245.php,1,1,0,0,0,0
365,LG G4 Stylus,0,223,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g-stylo-.jpg,5.7000,https://www.gsmarena.com/lg_g4_stylus-7212.php,1,1,1,0,0,21000
366,LG AKA,73,196,1414,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-aka.jpg,5.0000,https://www.gsmarena.com/lg_aka-7148.php,1,1,0,0,0,0
367,LG Magna,0,125,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-magna-.jpg,5.0000,https://www.gsmarena.com/lg_magna-7051.php,0,1,1,0,0,17000
368,LG Spirit,0,107,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-spirit1.jpg,4.7000,https://www.gsmarena.com/lg_spirit-7052.php,1,1,1,0,0,0
369,LG Leon,0,107,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-leon.jpg,4.5000,https://www.gsmarena.com/lg_leon-7053.php,0,1,1,0,0,24000
370,LG Joy,0,80,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-joy-.jpg,4.0000,https://www.gsmarena.com/lg_joy-7054.php,0,1,0,0,0,0
371,LG G Flex2,62,241,0,2015,https://cdn2.gsmarena.com/vv/bigpic/lg-g-flex2.jpg,5.5000,https://www.gsmarena.com/lg_g_flex2-6916.php,1,1,0,1,0,0
372,HTC Desire 12s,0,178,0,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-12s-.jpg,5.7000,https://www.gsmarena.com/htc_desire_12s-9487.php,1,1,1,0,0,43000
373,HTC Exodus 1,0,0,0,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-exodus-.jpg,6.0000,https://www.gsmarena.com/htc_exodus_1-9385.php,0,1,1,0,0,275000
374,HTC U12 life,0,268,0,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-u12-life.jpg,6.0000,https://www.gsmarena.com/htc_u12_life-9179.php,1,1,1,0,0,115000
375,HTC U12 plus,64,581,44390,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-u12-plus-.jpg,6.0000,https://www.gsmarena.com/htc_u12+-9119.php,1,1,1,0,0,275000
376,HTC Desire 12 plus,0,223,0,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-12-plus.jpg,6.0000,https://www.gsmarena.com/htc_desire_12+-9102.php,0,1,1,0,0,73000
377,HTC Desire 12,0,116,0,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-12.jpg,5.5000,https://www.gsmarena.com/htc_desire_12-9071.php,0,1,1,0,0,35000
378,HTC U11 Eyes,0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/htc-u11-eyes-.jpg,6.0000,https://www.gsmarena.com/htc_u11_eyes-8990.php,1,1,1,0,0,85000
379,HTC U11 plus,73,589,38315,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-u11-plus-.jpg,6.0000,https://www.gsmarena.com/htc_u11+-8908.php,1,1,1,0,0,180000
380,HTC U11 Life,73,187,14286,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-u11-life-r1.jpg,5.2000,https://www.gsmarena.com/htc_u11_life-8885.php,1,1,1,0,0,71000
381,HTC U11,73,330,38399,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-u11.jpg,5.5000,https://www.gsmarena.com/htc_u11-8630.php,1,1,1,0,90,214000
382,HTC One X10,0,178,0,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-one-x10.jpg,5.5000,https://www.gsmarena.com/htc_one_x10-8487.php,0,1,1,0,0,52000
383,HTC U Ultra,81,223,35875,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-u-ultra.jpg,5.7000,https://www.gsmarena.com/htc_u_ultra-8519.php,1,1,1,0,0,168000
384,HTC U Play,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-u-play.jpg,5.2000,https://www.gsmarena.com/htc_u_play-8518.php,1,1,1,0,0,49000
385,HTC 10 evo,58,205,28736,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-10-evo.jpg,5.5000,https://www.gsmarena.com/htc_10_evo-8404.php,1,1,0,0,0,105000
386,HTC Desire 650,0,151,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-650.jpg,5.0000,https://www.gsmarena.com/htc_desire_650-8444.php,1,1,1,0,0,25000
387,HTC Desire 10 Pro,0,232,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-10-pro.jpg,5.5000,https://www.gsmarena.com/htc_desire_10_pro-8277.php,1,1,1,0,0,49000
388,HTC Desire 10 Compact,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-10-compact.jpg,5.0000,https://www.gsmarena.com/htc_desire_10_compact-8884.php,0,1,1,0,0,0
